Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2229.65797849241,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13071.0954418489,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Algeria,DZA,8468.98889777133,8733.77849773265,9252.8114959647,9450.64538478078,9692.09197530442,9815.57384494483,10385.1194300572,10574.4670193477,10539.196930011,10823.6377087308,10793.0683937858,10797.5256372948,10828.3662417272,11006.2370288268,11150.7312532085,11553.6410222569,11371.7015710862,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Angola,AGO,3882.75045002054,4638.49904424455,4662.81614274649,4907.24485455975,5365.87996536934,5646.01158521783,6329.90108185113,6460.90299581064,6966.94745703022,6913.16058919127,6887.00376292732,7282.04967853343,7478.85625166722,7704.36784021673,7652.1524907853,7189.03157629765,6861.58057100229,6360.55108485661,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18922.6233973168,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Argentina,ARG,17152.1853038809,14726.8964186646,16056.1720229377,16057.5047475958,17269.9450510157,20124.484701631,21866.988111076,22550.9902142041,20877.3764365549,22727.0260391932,23946.7935434681,23516.3215560959,23851.865624882,23047.6296785561,23466.3217668352,22696.693944972,22962.352260915,21917.8545783213,21190.176611877,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Armenia,ARM,4604.45865478312,5267.56136466792,6035.16043158419,6758.18905743626,7752.69072222794,8888.53609508811,10271.5547606766,11137.3526615445,9434.91525560861,9752.82995852475,10078.3554253758,10830.6574704165,11353.0497490044,11519.5533969946,11774.0276326756,11570.2384818396,12543.1901631056,12895.0629205587,13894.013019589,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36295.7911358843,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Australia,AUS,37872.698111394,38941.9369943093,39572.8813977896,40670.0641369381,41058.3506405723,41485.6010590646,42538.0840699805,43360.5653626358,43532.7563164488,43580.0530691266,43906.766226568,45312.5732928704,45988.9614235263,46401.0553145427,47042.8830104781,47467.5221718184,47575.8180547319,48023.7728627512,48084.8420670777,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Austria,AUT,46478.7923586221,47396.0332941827,47770.712002056,48830.3942991929,49550.1705075776,51239.5234807296,52798.3968129254,53905.1154854042,51287.064497029,52564.1747909358,53648.8896573644,53642.2187817346,53429.4571392001,53291.765900743,52639.3256337949,53682.1649654868,54151.5526961716,55533.4796953767,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13513.3972681154,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Bahamas, The",BHS,40549.5354944111,41036.5145598226,39988.4757926383,39714.3059060505,40163.1851678206,40314.0072192446,40085.5748409457,39144.6281453714,36563.62064684,36347.4480863108,36181.7068490642,37181.753773169,35985.8557755623,34564.4967487343,34614.7080528216,34330.384220138,34260.2808925065,33481.0155739278,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Bahrain,BHR,46704.4255486116,45267.2175961978,45702.1142586746,45927.4707085422,46335.5393126241,45910.303859963,46256.7222905461,44585.6723041708,40316.561523715,40352.6047160395,37769.0342401276,43387.0269049183,44951.2652436286,45631.1950910523,45633.5527917461,45484.3359875817,44966.495440056,43670.5909892488,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Bangladesh,BGD,2060.79564206153,2119.63825752701,2182.32074655245,2267.94961405853,2383.03034916519,2538.23395942745,2702.96554435158,2862.59859455814,2979.6058236625,3116.66270227935,3273.89016171587,3462.17144064533,3614.29442368147,3742.44805455798,3936.27566926908,4143.06805173716,4339.89283530368,4643.41312174254,4976.20914827272,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15079.1583896086,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Belarus,BLR,8448.81068670507,8934.15732542529,9660.63409911862,10833.7803957227,11918.9675240443,13178.5219702766,14309.9799341238,15821.2994080794,15783.8221555126,16988.4414509721,17850.0160248818,18144.9439497459,18075.6522526866,18461.982245495,17482.7013980392,17003.7708345099,17584.766223036,18186.9606010657,18546.487129986,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Belgium,BEL,44257.4260301292,44750.3136629183,45105.5683413215,46265.4500551054,47010.4619747063,47980.2446565781,49357.4802370882,49673.6595708597,48031.841584136,48791.2436557365,48313.3659385238,49399.7056616105,49464.9521049786,49849.0553623451,50237.8086452458,50491.8823292921,51319.3657175499,51619.4312610867,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Belize,BLZ,6083.84158523403,6221.74513899484,6524.3219845457,6532.81307004331,6538.80884648424,6679.60009095395,6382.41249475461,6480.80806694184,6698.21757550506,6523.96955380865,6707.72266925415,6627.288408126,6578.85561611664,6602.28004893009,6845.94151880191,6670.84518734359,6507.26211509562,6453.48491395781,6381.59768200292,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Benin,BEN,2523.01690356966,2554.03109599379,2561.77526212228,2598.74239558435,2574.88663912066,2595.967659491,2669.7788124227,2735.1503869617,2715.07973975072,2689.89413297999,2704.02984986536,2743.55875249004,2861.12230653374,2962.29563753896,2922.06810969211,2935.45289959898,3010.89962119751,3128.72126260766,3254.24562700147,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Bhutan,BTN,4302.50512882679,4609.0198062892,4838.88068975246,5038.6379653434,5371.81415670794,5733.69858481043,6647.05177237584,6795.98246211396,7085.00298334343,7717.70103699577,8178.55511339977,8355.07621378201,8517.57528977899,8895.78493418949,9371.56455716143,9850.62925074047,10174.6413713744,10327.3785755211,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Bolivia,BOL,5267.71780619507,5296.91447078738,5276.03521991475,5355.29085704733,5518.28856877888,5702.8184758346,5847.3588955567,6132.99090169747,6198.72079799981,6301.07782815674,6481.285744214,6608.36498158477,6937.11852000248,7313.50045669373,7718.28558956232,8056.54385124828,8185.54211585471,8444.7682586446,8553.783786085,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Bosnia and Herzegovina,BIH,..,..,..,..,..,10292.5711722605,10906.0859023877,11591.3035811456,11314.3657580827,11252.4037764461,11398.3919981666,11492.0195152079,12032.0810216395,12321.9508033145,12881.5515439913,13383.4863916097,13738.5246827048,14377.9008010144,14871.8111367895,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Botswana,BWA,11024.0518260016,10359.4140237568,11063.4715881718,11006.1200895392,11497.9557330779,12294.5985797801,13179.6373584392,13759.1607649801,13002.0817744557,13489.4593248498,14496.0819949296,15084.4089257896,16120.289920635,16818.0094728325,16237.1365933208,15623.1824474183,15981.3446446029,16310.6472369423,16437.141417634,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Brazil,BRA,11236.5493102298,11411.5174699094,11420.1640693602,11958.960343927,12208.1924058343,12601.6840452212,13280.2760424975,13773.5470326526,13648.87930522,14409.4009301428,14920.9951184883,15083.4375639273,15579.0088265864,15449.7022913597,14775.2098523578,14138.9445747289,14248.3106158812,14181.8055296553,14262.9345882029,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Brunei Darussalam,BRN,69716.5928134634,71006.9487151085,71722.3372728929,70852.6732456354,70020.5265900559,72083.2825589828,71648.3833640739,69405.2659601359,67383.3471969137,67479.3490049225,67386.5350145821,67319.1374410405,66078.6613102989,64339.539095421,66410.368972146,65043.2392145166,64618.8559666447,60975.2923784779,63965.0927924769,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Bulgaria,BGR,10818.8116371345,11916.567473565,12580.2893615072,13438.5372172677,14390.5761508306,15088.1185341895,15423.5018300139,16908.4190612905,16679.0122198103,17073.0449123528,17389.7848962163,17885.6213109511,17887.4760800549,18576.6859578021,18997.2900276881,19857.7169593107,20852.6034146304,22405.6189840439,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1852.32093763418,1859.23085762324,1976.75167439707,2069.45135913147,2132.95557021836,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Burundi,BDI,815.395040785896,826.95027829884,787.955228515953,794.611788672206,786.220193477152,809.553029937166,812.508219715402,825.733946354095,823.743088669409,841.740403061781,846.029433340923,860.478281681507,878.119913746943,884.172568572234,824.869946899586,794.520769717277,772.401290148852,763.433240369568,753.908747534343,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Cabo Verde,CPV,..,..,..,..,..,..,5895.29683458645,6177.3555262199,6028.90140984021,5928.35441476757,6119.93172435128,6087.47204925475,6106.10593420617,5971.0418323825,6035.18653407308,6251.47036754053,6414.02300697827,6703.0769919989,7019.16814424035,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Cambodia,KHM,1526.76013077183,1583.45006489119,1699.04857285418,1840.12098486768,2039.11930281922,2226.48945272214,2435.24123940559,2542.49151306007,2498.36262237917,2602.17141272507,2736.29455049623,2869.32301833607,3062.34233972988,3195.92894860697,3331.63654588068,3507.37033403013,3684.45943741277,3875.6819922543,4246.17810652742,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Cameroon,CMR,2609.83362418595,2673.95554319961,2788.79591251791,2935.08328926233,2901.69100276148,2963.72405579868,2996.25131872448,3037.12176081375,3054.69470970496,3055.78637313792,3094.84639815817,3132.00959677362,3199.62145282602,3335.04698690827,3410.45870767979,3464.64203566079,3487.38066128567,3526.41311396468,3580.90273722218,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Canada,CAN,36358.1625690278,37330.2921004651,38436.6687583946,39696.001990825,41342.235117868,42852.3765794762,45437.7314350224,45392.6700126506,43471.7185246569,44189.5891933732,45168.5789547711,45526.6341482995,46216.9511285107,47026.0157029906,47042.2798706421,47128.3626533572,48068.8560268057,48291.6989015366,48527.0357257404,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41638.5494394425,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Central African Republic,CAF,..,..,..,..,..,..,..,..,1168.89709909369,1218.17950552822,1259.22201773598,1317.84400342094,839.122686670593,837.630211526857,869.826111858017,903.07703694822,959.309045449728,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Chad,TCD,947.718140587261,968.861396741323,880.743701968054,..,1366.25181157082,..,1347.13969689591,1302.5583086606,1505.73392235109,1669.43119871231,1628.4034740258,1716.42240272192,1713.52969757786,1778.17934782037,1803.78484752469,1656.38287845854,1566.2598201906,1553.12908354654,1555.37357529946,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Chile,CHL,15022.7530332349,15250.2272272349,15389.2062334828,15939.8086543566,16552.0417786009,16584.691542192,17399.4565120143,18659.4622939494,18341.9672443025,19073.9453102993,20264.4777366293,21468.0255920284,22055.5403668388,22501.4342374158,22949.3578991896,23002.5536629417,22685.2308363438,23221.9098676746,23261.2972568749,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,China,CHN,3666.60834975188,3988.50443340239,4376.66431542611,4805.56867023698,5299.32911796918,5968.9709537945,6810.05127114617,7457.94783054323,8056.25366072628,8846.64351830602,9596.62964941332,10373.4664558486,11060.0911425968,11932.4200358263,12644.0005279661,13433.7214742486,14333.1332786676,15187.1541555233,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Colombia,COL,8931.30702672466,8997.39291143158,9147.74228257513,9491.39961285848,9909.70860390528,10426.8010436705,10945.5882734035,11113.8633358039,11160.2850010052,11461.2735000226,12050.2342846839,12468.7195165462,13031.8433376017,13563.813726363,14038.4641577242,14186.3496195343,14054.8770342705,14084.9839181755,14256.6708530627,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Comoros,COM,2833.31528737231,2819.70617017823,2809.28937453442,2793.38655566397,2807.42842933273,2815.05974445523,2781.4874589167,2813.14445828052,2835.59739203204,2874.55258146753,2921.40668221689,2940.21762433476,3004.9340746757,2999.1364479246,2970.81429119611,3003.52323016123,3048.99868700135,3084.81468280004,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Congo, Dem. Rep.",COD,682.749804329403,694.630089052814,716.587858693096,737.594362306712,748.505761361346,771.191071267038,787.431451406666,787.435066511164,803.112974167954,829.880381318816,847.512432444023,870.260807934208,875.341983122294,931.759217803053,979.899672806312,1038.99453088911,1029.88332056006,1056.30912861608,1062.54300416019,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Congo, Rep.",COG,2019.85157654933,2047.81321585225,1990.44197493873,1825.26298062985,1502.93298010915,1351.11197374049,1581.66731397107,1825.86984906312,2055.11024789586,2046.38997608367,2008.69082841269,2395.77966951836,2580.40798691467,3001.61350384676,3855.21131580197,3417.47259234783,3126.30386392938,2963.87101751162,2879.19098511686,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Costa Rica,CRI,11696.7755808074,11893.2798101738,12217.1245180838,12624.0325108471,12998.1054387972,13870.222867706,14854.3332883258,15446.6602206881,14886.8347076594,15425.5491204729,15876.3675636945,16480.6315143847,16566.5244329476,16862.6944709266,17238.0821484045,17783.4644888939,18160.7455222031,18371.440258751,18486.3714110106,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,3512.25827310286,3539.71527776016,3526.93709603535,3291.92484407539,3575.98994759188,3756.86565804184,4056.73641593929,4322.11832253879,4512.52548666864,4686.90162354314,4866.04556645904,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Croatia,HRV,19081.1069636169,20113.984367539,20897.6211062949,22105.6227923475,22876.867862897,23970.8362748988,25305.0663462721,25504.6619457476,23530.5801674523,23305.8993987159,23345.8244945795,22866.0260669713,23128.2923257079,23180.3536249253,24299.5108281019,24714.7055891372,26204.5179287875,27150.5917137868,28069.8483714647,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25693.7701589105,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Cyprus,CYP,31381.6448826096,32901.0800411111,33708.4865270167,34344.5788318969,35692.1153602436,36635.1731134556,37334.9578172543,39674.067738014,38367.7693592698,37691.1729387666,38404.3316342169,35341.5375909073,32940.6048111806,32193.828451251,34159.5895805325,35071.9668005922,36615.7362164962,37458.8761899547,38206.8404942115,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Czech Republic,CZE,..,..,..,27277.337243315,29067.0187022134,30497.8918092466,31895.9813547228,32467.9455804409,30523.6935610108,31046.0064113537,31495.6612897698,31661.6804702841,31555.5658777146,32087.682230806,33719.8856028323,34561.8388286806,36123.6270618233,37294.2380336301,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Denmark,DNK,48558.6274292848,48737.0810995098,48959.383418126,50631.5576276129,52016.1581377777,54082.965109667,53962.6194919209,53693.045798919,50728.2026038146,51778.1249106597,52486.3231879124,52486.6260676803,53226.5322720474,54071.1843776997,54651.3682403314,55649.1430870031,56234.8407568118,57552.5559784054,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,4092.15894554549,4398.32893473241,4700.18472796162,4949.90151636464,5103.07203990783,5341.20353953718,5689.34896617677,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11051.7754569074,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Dominican Republic,DOM,9011.50469726654,9286.2852206378,8811.20454560873,8751.61879549686,9752.02094289845,10549.2651441819,11176.4761285742,11558.3570539517,11519.7865328184,12329.7173200574,12531.4478129966,12708.9817588116,13068.9773428681,13815.7155978089,14696.5440121204,15464.1779401361,15941.6818911597,16926.8604824091,17591.0652183589,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Ecuador,ECU,7967.02178320175,8191.20425057996,8250.34970243076,8747.66551883107,9107.97375435344,9385.6851123972,9427.37893055855,10014.6283103528,9945.3809546341,10186.8113009247,10807.505280325,11263.4085637915,11647.3941332652,11892.2451626769,11692.8854615123,11345.7432428764,11359.6815844761,11256.0748972394,11043.9825469286,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Egypt, Arab Rep.",EGY,7916.14310710352,7966.75752479671,8052.96571528696,8236.24299131211,8372.65179381273,8859.14527154796,9360.09185358333,9845.39705379524,10039.0361826602,10135.8982212266,10157.1741919867,10044.7776281308,10050.757595638,10099.320941077,10382.8337623084,10645.5878528953,10799.5824289783,11079.2528929273,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,El Salvador,SLV,6415.15079079237,6450.12902667388,6470.5873682368,6488.89604151033,6632.43997278372,6936.89991561823,7041.20602811687,7238.91229407361,6985.04850578125,7122.67501978146,7355.47814747345,7447.1641838747,7541.39928018137,7634.94892582661,7765.171989253,7878.83257189694,7984.42665522818,8140.59926295299,8359.11514408538,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Equatorial Guinea,GNQ,..,..,..,..,19244.7705188982,24395.0755383572,27401.7978798957,26794.7394659909,26908.1044655031,19742.2216996066,20366.3656468744,21808.4841973478,21134.3105847268,20703.9493210021,21324.3193319811,19423.1518618796,16604.3593058333,14896.7658024981,13944.1322313152,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Estonia,EST,18249.4379998478,19620.1198739169,21069.223765,22704.023387076,25226.4496681475,27488.7390417917,29185.2593244637,28190.6905036577,24687.5081068341,24830.1343556185,26825.4551190193,28030.1999000661,28995.7620688034,29802.8669393865,30528.7946794487,31298.9215001469,33018.314344498,34643.3437012131,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Eswatini,SWZ,6050.52244433951,5883.66930451558,5948.90972426472,6279.87883572612,7044.74679709318,7015.01354869388,7339.109777049,7242.30326595791,7158.50584519992,7152.22629591897,7608.24156584671,7975.89903508985,8347.91121780814,8301.7432585496,8489.73703378545,7955.20562699499,7995.47475377242,7844.29342722687,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,1358.03326421538,1434.2456195462,1541.76261054538,1652.12629593204,1771.94787063097,1888.60752261666,2009.55589504922,2093.51746484527,2206.53437775399,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12610.8098016618,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Finland,FIN,40827.1542055531,41571.2284846459,41911.804217819,44041.8449383656,44977.3732212838,46837.0098584494,48807.239069207,48899.6664186432,45214.781062847,46462.7225924078,47002.2774118403,46162.9932115541,45511.8147158921,45422.0770220257,45516.0975084119,46395.6299793891,47490.9097979182,48360.1983970651,48511.3977993724,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,France,FRA,41105.8257021524,40966.3380817882,41127.0880358532,42002.9903015845,42514.6551109025,43371.3888491999,44145.8005819987,44091.8580940261,42661.9659557702,43281.7749364482,44155.5750538027,43879.6709814174,43931.9629789307,44115.2221659657,44453.7502358444,44805.8528280409,45850.9301580929,46536.6862492364,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Gabon,GAB,14760.9694526356,14908.6099228702,14627.8169006403,13484.8416152325,14164.2091095952,12681.8660934097,12759.0304124835,11743.5753910084,12313.0051094475,12104.8587390195,11978.0529846035,13010.5457939816,13456.8964200747,14658.8831964689,14164.7819404374,14167.5363690246,14058.1201530417,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Gambia, The",GMB,..,..,..,2297.78159379272,2174.03318263679,2091.30508528476,2097.37966072249,2172.65489140705,2243.38539879019,2306.61436098716,2045.52340521321,2091.73823165205,2085.50890500791,1990.9423464543,2009.30774977045,1998.65196370513,2033.67715592582,2105.90708363666,2167.88347249082,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Georgia,GEO,..,..,..,..,..,..,..,..,..,9581.9685011465,10268.1851282422,11196.5460522081,11544.500886341,12111.9555283701,12334.6431746412,12382.3863559435,12923.9815273272,13701.1208760553,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Germany,DEU,43205.6633754599,42890.5641001338,42578.1327724931,43803.0784792313,44239.9537790325,46369.4560992728,47706.2769796209,48016.0605491073,45988.6371024876,47860.4392041127,50930.9780007794,50968.7414034625,51009.9954550099,51776.1445979467,52371.4455171911,53213.0292581209,54368.2854934805,55154.6495573688,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Ghana,GHA,..,..,..,..,..,3189.64171788321,3244.76960584994,3457.35659074701,3536.3954510601,3676.08575274142,4031.22767469813,4208.46018843433,4553.94173009309,4526.32518026902,4614.12543893656,4638.14917284874,4863.97503028016,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Greece,GRC,30614.3746166924,31600.9851752566,33123.8594307793,34682.2343800379,34541.660595757,36145.289705875,36963.5313113752,36595.4716160472,35193.8673464495,33281.8017080271,30083.6745214323,28994.4240766984,28044.26493461,28664.01821583,28576.2524452362,28602.2271978579,29145.5579487256,29555.1694264078,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14711.9213439498,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Guatemala,GTM,6466.03739846329,6490.48398562809,6517.64135969873,6564.95252372076,6635.84062382063,6820.47623810848,7092.92777574851,7210.98347873646,7080.51870955589,7142.76761400488,7267.49098965777,7423.03772916944,7557.40501582846,7734.52448740698,7932.28430886825,8028.56505767069,8143.01899111533,8274.18982501883,8494.08511085679,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Guinea,GIN,..,..,..,..,..,1762.61723381344,1841.20738674129,1868.40009916112,1786.34859679579,1852.1269362002,1897.08298153254,1971.72788548432,1935.36503204194,1995.45309793567,2055.5139998607,2228.15320561865,2408.65797175226,2346.62546646002,2405.18149692222,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Guinea-Bissau,GNB,1652.03584978143,1631.6835033631,1601.83658081237,1614.03257806198,1644.34755042844,1659.45899773472,1679.53827405853,1672.09885003678,1692.40338031749,1738.97601280242,1850.40980562318,1769.70454595683,1736.28585705146,1803.18555975964,1847.65631524367,1916.35449454091,1929.16684635154,1945.23215371817,1996.04292654473,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Guyana,GUY,..,..,..,..,..,..,..,..,..,7035.51222165047,7390.49638649096,7770.38206996494,8044.2971948763,8466.09051336111,8670.59538759664,8731.97795246259,8779.91849602134,9074.54415683732,..,..
