Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Middle East & North Africa (IDA & IBRD countries),TMN,8338.67305687518,8584.47626198707,8924.08499620475,9188.57674564967,9362.33806998776,9735.47414478423,10308.962099433,10506.7517094888,10567.9401166113,10842.2657044771,10919.7165687695,10549.5896855639,10539.4393878468,10697.9443541388,10744.101904828,11345.3155334726,11502.7629172769,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Middle income,MIC,5312.11199475953,5498.48278573247,5777.23275224229,6133.26623040377,6465.08626894409,6929.92612685368,7450.54086680388,7755.57016062147,7835.05822250773,8315.67867605637,8717.31665096865,9059.87929645267,9410.42203326866,9790.83291797205,10104.076497333,10443.8722981695,10875.458038659,11259.9800719911,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,North America,NAC,49326.4308447289,49765.8338191844,50831.4736385743,52354.7875604601,53736.7212098333,54696.5352239022,55606.6166257273,55193.0329049524,53256.1770917933,54321.9089306835,54930.6727884349,55681.5817803535,56304.4221836374,57268.2239942324,58319.807968776,58741.8445311416,59725.1914827213,61079.5209955739,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,OECD members,OED,36014.2481644017,36319.1108397574,36850.1235364132,37877.4369137687,38726.4601774811,39698.286340415,40512.3144892374,40328.6004101402,38741.1148693596,39728.0853663965,40402.3943127682,40688.2203450997,41064.0033632697,41683.3232828221,42427.1788531607,42914.6381944268,43816.0383562023,44573.107422395,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Other small states,OSS,..,..,14525.2987921987,15127.8814238876,15527.5334344588,17119.3370033357,18334.9155552857,19103.8680263605,18763.7041493003,19547.8207806521,20616.1981625519,21303.4889446724,21734.1975128529,22062.2461784549,22541.7783857096,22508.1628006708,22579.8881024357,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Post-demographic dividend,PST,39304.3558894086,39720.3631765431,40413.5438008546,41603.9778406073,42558.8011362059,43659.212241634,44633.3371264423,44459.6562612861,42727.6678845725,43851.1123138948,44538.3423896175,44815.2268718749,45202.0453386646,45831.3742658274,46531.8638065747,47103.388120871,48148.587490302,49062.1575656971,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Pre-demographic dividend,PRE,2291.64275643702,2437.33748593987,2500.27978442471,2605.98550658501,2689.17513575197,2854.62743199882,2968.44506337399,3055.53404512028,3150.91739321477,3220.72625933948,3282.33894323576,3351.12472241541,3437.14993954664,3574.73552220911,3629.24357166824,3585.31162310964,3557.75952254393,3516.41220138529,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Small states,SST,..,..,13162.135050992,13720.1668094808,14123.5989992446,15573.0154529212,16704.1696110301,17388.0685410431,17072.6302168482,17774.4819911817,18727.3769777846,19372.6154430584,19758.0636509169,20072.2855976692,20524.7735775461,20529.0646299006,20644.4990531036,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,South Asia,SAS,2651.16711559728,2709.00969022938,2862.71984446517,3025.3246985994,3199.13171592746,3388.82858436918,3587.84377117836,3645.26499268754,3844.64916326957,4062.46026288861,4221.04390006252,4383.70190758268,4583.72982143583,4841.38329177384,5138.21551778109,5426.5821607433,5762.3435428844,6043.80202886652,6267.75001845258,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,South Asia (IDA & IBRD),TSA,2651.16711559728,2709.00969022938,2862.71984446517,3025.3246985994,3199.13171592746,3388.82858436918,3587.84377117836,3645.26499268754,3844.64916326957,4062.46026288861,4221.04390006252,4383.70190758268,4583.72982143583,4841.38329177384,5138.21551778109,5426.5821607433,5762.3435428844,6043.80202886652,6267.75001845258,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sub-Saharan Africa,SSF,2515.51217788597,2632.5300976109,2685.03573900878,2783.55274043029,2868.96157909031,3011.39722338676,3104.71335471431,3174.54289919694,3220.17669078074,3282.73668458915,3383.90630123302,3455.11705294251,3546.5686648775,3654.51700392112,3700.52825781349,3666.96026590962,3659.74306291846,3631.3096255122,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sub-Saharan Africa (excluding high income),SSA,2495.65229470181,2613.48053517229,2665.56818415828,2763.73131280051,2849.46240714554,2991.34906260093,3083.46741688443,3152.91029873595,3198.62490569977,3261.07910954205,3361.9728798048,3431.6988880815,3522.02846206958,3629.76197788767,3675.30104200142,3641.3174766266,3633.26364239698,3604.33557046017,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,2515.51217788597,2632.5300976109,2685.03573900878,2783.55274043029,2868.96157909031,3011.39722338676,3104.71335471431,3174.54289919694,3220.17669078074,3282.73668458915,3383.90630123303,3455.11705294251,3546.5686648775,3654.51700392112,3700.52825781349,3666.96026590962,3659.74306291846,3631.3096255122,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Upper middle income,UMC,7156.43569219593,7440.82002966966,7840.05263070674,8364.03897389462,8874.53283878772,9591.63258820251,10419.9612439426,10945.5310097645,11014.6854185928,11768.7611880858,12438.0475388608,12992.3830937344,13521.8850364577,14089.3986197846,14505.730228803,14980.3174889387,15620.3048316812,16185.1092568404,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,World,WLD,11190.606132866,11343.0479230612,11630.7881680805,12066.7222478278,12439.9666338798,12934.3873902223,13449.5585631277,13615.19664066,13334.1834452705,13832.0106755888,14224.2874406523,14494.8232034231,14784.6409359217,15145.7501068904,15470.0450029378,15773.8808132626,16204.9618163362,16581.657542025,..,..
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/15/2020,,,,,,,,,,,,,,,,,,,,,,,
